image_id,image_counter,caption
n03541923_11509,3,People mill around and observe a white hot air balloon with green and red squares on it.
n03541923_11509,4,multi color white red and green hot air balloon was ready to take off from the ground in a snow mountain place
n03541923_11509,5,"A red, white, and green hot air balloon sitting on a snowy hill."
n03541923_2848,1,A multi colored hot air balloon floating in the air.
n03541923_2848,2,A multicolored hot air balloon flying in a clear blue sky.
n03541923_2848,3,A colorful hot air balloon floating in a crystal blue sky.
n03541923_2848,4,A colorful hot air balloon flying through a blue sky.
n03541923_2848,5,"A multicolored hot air balloon floats across a deep blue, cloudless sky."
n03541923_2849,1,A bride and groom posed in front of a tethered hot air balloon.
n03541923_2849,2,Bride and groom standing in a brown field with a multi colored hot air balloon and castle behind them.
n03541923_2849,3,A married couple stands in front of a hot air balloon.
n03541923_2849,4,A man and woman standing in front of a large hot air balloon
n03541923_2849,5,A man and a woman in wedding clothes standing in front of a hot air balloon.
n03541923_3237,1,A yellow and red hot air balloon is partially filled as it sits on the ground amount a large group of people.
n03541923_3237,2,"A red and yellow hot air balloon is being filled by flame, while others get ready in the background."
n03541923_3237,3,This hot air balloon is filling up at this festival.
n03541923_3237,4,A flame burns underneath a large brightly colored balloon as crowds of people stand around it.
n03541923_3237,5,A  red and yellow hot air balloon being inflated in a crowd of people.
n03541923_3599,1,multicolored big  balloon with blur stripes on it  flying on the sky
n03541923_3599,2,The balloon part of a multicolored hot air balloon.
n03541923_3599,3,Black stripes circle around a hot air balloon with colorful panels.
n03541923_3599,4,Colorful hot air balloon flying in very height distance.
n03541923_3599,5,A hot air balloon is floating high in the sky.
n03541923_4023,1,A blue hot air balloon with an airline logo hovers with people in its basket.
n03541923_4023,2,A British Airways balloon is moving in the air.
n03541923_4023,3,A blue British Airways hot air balloons floats in the air.
n03541923_4023,4,A blue hot air ballon with a white company logo that is in flight.
n03541923_4023,5,"A blue hot air balloon, branded with an airline logo."
n03541923_4374,1,Two hot air balloons that are flying close to each other.
n03541923_4374,2,Two colorful hot air balloons hover above some trees in an overcast sky.
n03541923_4374,3,Two hot air balloons float in the grey sky.
n03541923_4374,4,Large hot air inflated crafts floating in air side by side.
n03541923_4374,5,Two hot air balloons flying through the air.
n03541923_9436,1,"Hot air balloons float in the sky one shaped like a man, with Asian script on the balloons."
n03541923_9436,2,A group of hot air balloons that are still teathered to the ground with ropes.
n03541923_9436,3,Three hot air balloons with lines extending toward the ground
n03541923_9436,4,A bunch of hot air balloons that are floating through the air.
n03541923_9436,5,"Colorful, comical hot air balloons float in the air while being tethered to the ground."
n03543603_10424,1,Water bubbles up inside a triangular hot tub with a patch of clovers nearby.
n03543603_10424,2,A stone hot tub sits empty while its jets churn the water it's filled with.
n03543603_10424,3,A hot tub that is turned on and has a blue interior.
n03543603_10424,4,Water bubbles from a triangular shaped jacuzzi pool.
n03543603_10424,5,A triangular shaped hot tub that is near some bushes.
n03543603_2363,1,A hot tub that is sitting on a deck outdoors.
n03543603_2363,2,A wooden tub sits under a structure looking out over scrub.
n03543603_2363,3,A large wooden barrel that is open and has steam coming from it.
n03543603_2363,4,Steam rises out of a large wooden tub with flowering and green plants in the background.
n03543603_2363,5,Something is steaming inside a large wooden pot that is situated outside.
n03543603_4306,1,water is filled in a  big tub  and green trees are in the background
n03543603_4306,2,A round hottub that is turned on sitting on a porch surrounded by cheese.
n03543603_4306,3,A hot tub swirl with no one inside it.
n03543603_4306,4,A round white hot tub with a brown wooden side on it sitting on a deck.
n03543603_4306,5,This hot tub looks warm and enticing to sit in.
n03543603_5942,1,A man holding a glass beer bottle while he sits in a running hot tub.
n03543603_5942,2,A young man smiles as he sits in a hot tub holding a bottle of beer.
n03543603_5942,3,A man relaxes in a hot tub with a beer bottle in his hand.
n03543603_5942,4,A man that is drinking a beer in a hot tub.
n03543603_5942,5,A man sits in a hot tub holding a bottle of beer.
n03543603_6861,1,"A group of young adults, mostly female, are in a hot tub."
n03543603_6861,2,A large hot tub with over a dozen people smiling and looking at the camera.
n03543603_6861,3,A bunch of people that are relaxing in a hot tub together.
n03543603_6861,4,A bunch of people in a large hot tub.
n03543603_6861,5,A group of young women and 3 guys sitting in a hot tub.
n03543603_7440,1,A hot tub on a deck outside during the day.
n03543603_7440,2,Sunlight shines off the surface of water inside a hot tub that is near a fence.
n03543603_7440,3,A redwood fence surrounds an outdoor hot tub in a neighborhood.
n03543603_7440,4,A hot tub that is turned off surounded by a cedar colored fence.
n03543603_7440,5,A hot tub that is on a patio with wood around it.
n03543603_8721,1,A young man holds his thumbs up as he sits in a hot tub with some other young men.
n03543603_8721,2,Several men sitting in a running hot tub with beer bottles and cans on the edge.
n03543603_8721,3,Three men relax in a hot tub with bottles of beer on the ledge.
n03543603_8721,4,"Several young men in a hot tub surrounded by open beer bottles, cutting up and hanging out."
n03543603_8721,5,Multiple males sit in a hot tub while drinking beverages.
n03543603_9964,1,Three men and one woman sitting in a hot tub with a unfinished wood look on the base and the inside is white. There is a aluminum can filled with beverage sitting on the edge of the hot tub near a corner.
n03543603_9964,2,Three men and a woman sittting in a small hottub.
n03543603_9964,3,Some young adults smile as they sit inside a small hot tub.
n03543603_9964,4,three men and a girl enjoying inside a bath tub outdoor and having some beer
n03543603_9964,5,Several people wearing swimsuits are sitting in a hottub.
n03544143_11110,1,A leaf is pulled in at the middle creating an hour glass shape.
n03544143_11110,2,A glass hourglass is in front of a gray background.
n03544143_11110,3,Powder falls from the top part of an hourglass into the bottom part.
n03544143_11110,4,An hourglass with sand slowing falling from it.
n03544143_11110,5,The center of an hourglass where there is white sand flowing through.
n03544143_14057,1,A hourglass sitting on top of a brown counter.
n03544143_14057,2,The salt rushes out of the top glass section into the almost-full bottom section of an hourglass.
n03544143_14057,3,An hourglass with a wooden base has most of the sand out of the top bulb.
n03544143_14057,4,An hourglass that is in a wooden case sitting on a table.
n03544143_14057,5,A glass hourglass where the sand has almost run out in a wooden case.
n03544143_1497,1,A glass hourglass with white sand that has almost run out.
n03544143_1497,2,"An hourglass made of dark wood and clear glass, the sand on top is almost gone and is flowing towards the bottom."
n03544143_1497,3,Grains of sand slowly fall from the top of a glass into the bottom on a sand timer.
n03544143_1497,4,An hourglass that has white sand in it.
n03544143_1497,5,Wooden supports stand on either side of an hour glass with white powder in it.
n03544143_18625,1,Old style time piece filled with sand in top half.
n03544143_18625,2,A sand clock that has a round bulb and a wood frame.
n03544143_18625,3,Upright hourglass with nearly all sand still in the top section
n03544143_18625,4,White Sands fall out of the mostly full upper portion of an hourglass.
n03544143_18625,5,A glass hour glass where the sand has just started falling into the bottom.
n03544143_3031,1,Two hourglasses that the sand is flowing out of
n03544143_3031,2,A couple brown hour glasses with sand running through them.
n03544143_3031,3,A brown hourglass with sand in it sits next to a smaller hourglass with sand in it.
n03544143_3031,4,Two hourglasses of different sizes stand side by side with sand running through them.
n03544143_3031,5,Several hour glasses with tan sand in them surrounded by wooden cases.
n03544143_4767,1,A collection of three hourglasses filled with sand.
n03544143_4767,2,A variety of hour glasses are lined up on a table.
n03544143_4767,3,Several hourglasses sit lined up with white powder inside them.
n03544143_4767,4,A group of hourglasses with white sand on a brown table.
n03544143_4767,5,Several hourglasses of different makes and models sitting in a line perpendicular to a mirrored surface so the reflection appears to stretch onward.
n03544143_7095,1,Hour glass with green powder falling from top glass to bottom glass with light brown background. 
n03544143_7095,2,Green powder moves from the top compartment of an hour glass into the bottom compartment.
n03544143_7095,3,A glass hourglass has green sand inside of it.
n03544143_7095,4,Green color sand falling slowly into bottle of sand clock..
n03544143_7095,5,An hour glass with green sand falling down through it.
n03544143_8694,1,An hourglass with some sand in it that is falling out.
n03544143_8694,2,A broken hourglass spills sand on a reflective surface.
n03544143_8694,3,a object  with  two equal part of glass  with metal stand
n03544143_8694,4,Sand is going from the upper bulb to the lower one in the hourglass.
n03544143_8694,5,A glass hourglass with tan sand in a brown wooden stand.
n03602883_10003,1,Cords wrap around a blue joystick with the Ms. Pac-Man logo and pictures on it.
n03602883_10003,2,It is a small blue colored toy used to make sounds having yellow and white pins connected through wires
n03602883_10003,3,A video game console that has a yellow joystick
n03602883_10003,4,John Kwong is written in Black permanent marker on a 1980 style joystick with Ms. Pac-Man on it.
n03602883_10003,5,A small blue and yellow video game controller with a joysitck and red buttons.
n03602883_10856,1,A pink game controller for X box with both grey and colored buttons.
n03602883_10856,2,A pink game controller with colorful buttons and two joysticks.
n03602883_10856,3,A pink video game controller that is sitting on a bed.
n03602883_10856,4,A pink video game controller with colorful buttons sits on brown carpet.
n03602883_10856,5,One pink game controller containing 4 colored buttons and 4 gray buttons on a gray background. 
n03602883_12467,1,A wood box with a joystick on the left
n03602883_12467,2,A wooden box made into a video game controller.
n03602883_12467,3,A game controller that is made out of wood.
n03602883_12467,4,A wooden box with a joystick and six buttons in three colors attached to it.
n03602883_12467,5,A wooden block with a joystick and several colorful buttons sits on a carpet.
n03602883_14315,1,A pile of various video game controllers in a variety of colors.
n03602883_14315,2,Multiple video game controllers sit in a pile on a wooden surface.
n03602883_14315,3,Multiple game controllers seen in various colors on display.
n03602883_14315,4,A bunch of video game controllers stacked on a table.
n03602883_14315,5,Kids video game's remote set in bulk numbers with white and black colors.
n03602883_15696,1,A box that has been built to be a video game controller and spray painted pink and white.
n03602883_15696,2,A large video game joystick box that has been spray painted.
n03602883_15696,3,A green joystick sits at one end of a white video game controller that has spots of black spray paint on it.
n03602883_15696,4,"A control box with a green joystick and green, blue, red and black buttons is spray painted black and red."
n03602883_15696,5,A custom controller for a video game with a joystick.
n03602883_16220,1,A video game controller is sitting on the floor.
n03602883_16220,2,rectangular blue color box with multicolored buttons on it
n03602883_16220,3,kid's colorful toys scattered on blue basement kind of rectangle table.
n03602883_16220,4,A joystick with a green handle emerges from a block with different colored buttons near it.
n03602883_16220,5,A wooden box that has been turned into a game controller with a joystick and many buttons.
n03602883_22505,1,A joystick and buttons in front of an open laptop computer.
n03602883_22505,2,A large joystick sits on a table in front of a laptop with a fighting game on the screen.
n03602883_22505,3,An open laptop with a largee game controller that has a joystick in front of it.
n03602883_22505,4,A joystick sits in front of a laptop computer with some game characters on its screen.
n03602883_22505,5,A laptop that has a joystick in front of it.
n03602883_8804,1,Orange buttons sit on either side of the top of a large black joystick.
n03602883_8804,2,A black 90s-era joystick with basic control buttons on a completely blank background.
n03602883_8804,3,Video game controller that is mostly black with white and red buttons to push for game playing.
n03602883_8804,4,"An black, white and red gaming joystick on a white background"
n03602883_8804,5,An older computer joystick with 7 buttons and red writing.
n03607659_1318,1,A camouflaged rifle is shown resting on a bipod.
n03607659_1318,2,A rifle that has a camo pattern on the stock.
n03607659_1318,3,Pink camouflage rifle with black barrel resting on a black bi pod.
n03607659_1318,4,A camouflage colored hunting rifle with stabilizer legs.
n03607659_1318,5,A gun with camouflage color is on the floor.
n03607659_1968,1,A black man aiming a rifle towards the viewer.
n03607659_1968,2,A man that is shooting a rifle in a battle.
n03607659_1968,3,"A man holds an automatic gun and looks down the barrel, preparing to shoot."
n03607659_1968,4,A man with a machine gun that is pointing it at something.
n03607659_1968,5,A black man has a look of concentration on his face as he aims a rifle.
n03607659_3955,1,A display case shoes rifles lined up on a rack.
n03607659_3955,2,"Several AK family rifles on display in a large, glass case."
n03607659_3955,3,A glass case with a metal rack that has several assault style rifles on it.
n03607659_3955,4,A collection of Russian fire arms that are in a case together.
n03607659_3955,5,Display case with several rifles labeled for sale.
n03607659_5173,1,A small boy closes his eyes while holding a rifle.
n03607659_5173,2,A young boy holding an AK-47 while wearing an ammo belt.
n03607659_5173,3,A young boy that is holding a machine gun.
n03607659_5173,4,A very young soldier holds a rifle with one finger on a trigger.
n03607659_5173,5,Young boy holding military style weapon with pouch slung around neck.
n03607659_6257,1,A gun that is black with wood grips on it.
n03607659_6257,2,Two black and brown machine gun type guns facing different directions.
n03607659_6257,3,Two rifled with magazines are laying on a white surface.
n03607659_6257,4,Two AK-47 riffles with wood trim and a white background.
n03607659_6257,5,Two automatic rifles with wooden stocks and black handles lie next to each other.
n03607659_7355,1,Two automatic rifles are positioned on a red carpet.
n03607659_7355,2,"Two AK47s on a red cloth, one with wooden accents and other with black."
n03607659_7355,3,A black automatic rifle lies on a red surface next to a brown automatic rifle.
n03607659_7355,4,A pair of machine guns sitting on a red sheet.
n03607659_7355,5,two ak47 guns were place on a red carpet and one gun has wooden handle.
n03607659_8199,1,An assault rifle with a loaded magazine hanging from a tree by its strap.
n03607659_8199,2,An automatic rifle hangs from a tree by a large strap.
n03607659_8199,3,a machine gun hanging by a strap from a tree
n03607659_8199,4,black and white image containing a gun grass and part of a tree. 
n03607659_8199,5,A machine gun hanging from a tree by its strap.
n03607659_8657,1,A man rests a rifle on the ground with his finger on the trigger.
n03607659_8657,2,A person laying on the ground aiming a military style assult rifle that is loaded with bullets.
n03607659_8657,3,A man that is firing a large machine gun while laying down.
n03607659_8657,4,A person crouched down shooting a machine gun.
n03607659_8657,5,A man sits low and aims an automatic rifle.
n03609235_10979,1,A man in a black lifejacket rowing in a yellow kayak.
n03609235_10979,2,a lone man in a blue shirt rowing a yellow canoe
n03609235_10979,3,A man in a blue shirt that is paddling a kayak on the sea.
n03609235_10979,4,A young man in a blue shirt paddles in a yellow kayak.
n03609235_10979,5,Man wearing a blue short sleeved shirt and black life vest is in a orange and yellow kayak paddling.
n03609235_1655,1,A male in a yellow kayak is holding oars out of the water.
n03609235_1655,2,"A boy is in a yellow kayak, with a life vest, hat, and holding a paddle."
n03609235_1655,3,Someone in yellow colour jacket boating on a lake
n03609235_1655,4,A man in a life vest sitting in a yellow kayak on the water with a paddle in his hands.
n03609235_1655,5,A man in a yellow kayak on a river.
n03609235_3138,1,A woman that is rowing a boat down the middle of a river.
n03609235_3138,2,A woman smiles and looks behind her as she paddles through the water in a kayak.
n03609235_3138,3,A woman in a life jacket rowing a canoe.
n03609235_3138,4,It floting on water and use safty for human beings it  used around the world for marine.
n03609235_3138,5,This person is kayaking upstream on a calm river.
n03609235_3801,1,A woman in a red and yellow kayak on the water in front of a city skyline.
n03609235_3801,2,A woman smiling as she sails on the lake with her kayak
n03609235_3801,3,a person kayaking in the water with a city skyline in the background.
n03609235_3801,4,A woman smiles as she kayaks on a lake in front of a cityscape.
n03609235_3801,5,A woman looks back and smiles as she paddles a kayak with a downtown skyline in the background.
n03609235_4455,1,Two women in kayaks with oars paddling in water.
n03609235_4455,2,Two women are in kayaks on the water holding paddles.
n03609235_4455,3,two women are  sailing in a very small boats
n03609235_4455,4,Two women in kayaks are paddling through the water.
n03609235_4455,5,Two women that are paddling kayaks down the ocean.
n03609235_4886,1,A blue and a red canoe are pulled by a truck.
n03609235_4886,2,A red kayak sits next to a blue kayak in a parking lot behind a truck.
n03609235_4886,3,Several personal water crafts in parking lot behind parked truck.
n03609235_4886,4,A red and a blue kayak sit behind a pick up truck in a parking lot.
n03609235_4886,5,A truck that is parked with two kayaks behind it.
n03609235_7270,1,Four yellow and orange kayaks llined up on gravel.
n03609235_7270,2,Several yellow and pink kayaks sit in a line near some bushes.
n03609235_7270,3,A group of kayaks that are resting out of the water.
n03609235_7270,4,Several yellow and orange kayaks lined up on the ground next to some shrubs.
n03609235_7270,5,Yellow and orange kayaks lay on the shore near tall grasses.
n03609235_7271,1,One white and two yellow kayaks are lined up on the sand by the water against lush green hills.
n03609235_7271,2,Kayaks on the sand of a beach next to the ocean.
n03609235_7271,3,Two yellow kayaks and a white kayak sitting on a beach.
n03609235_7271,4,Two yellow canoes sit next to a white kayak on a beach in front of tree-covered bluffs.
n03609235_7271,5,Three kayaks that are sitting on a beach near the ocean.
n03612010_10712,1,A large blue-sailed sailboat with several persons with red shirts on moves through the water.
n03612010_10712,2,"A boat with large blue and beige sails moves across the water, without a cloud in the sky."
n03612010_10712,3,A sail boat with a navy blue sail filled with wind.
n03612010_10712,4,A sailboat with the sails up on the water.
n03612010_10712,5,"A sailboat has three sails, one of which is royal blue as it sails the sea."
n03612010_12996,1,A sailboat sits in the water with a pier and a building in the distance.
n03612010_12996,2,A single sailed boat floats on a quiet lake.
n03612010_12996,3,A ship that is black with a white sail on the water.
n03612010_12996,4,A black and white sail boat sailing near a dock.
n03612010_12996,5,A blackand white sailboat with its sail up floating in a body of water.
n03612010_16528,1,A ship that is made of wood and has some large sails.
n03612010_16528,2,A small boat passes by a sail boat with it's masts hoisted into the air.
n03612010_16528,3,A large sailboat looms in the background of a small speedboat on an overcast day.
n03612010_16528,4,A large ship with two sails up beside a blue and white smaller boat.
n03612010_16528,5,A large sailboat on the water with a smaller speedboat cruising in the opposite direction.
n03612010_2887,1,few  ships are sailing   in  dull foggy climate
n03612010_2887,2,"Two sailboats, one with it's masts up, sailing on calm water under a grey sky."
n03612010_2887,3,Two large sailboats floating on water with a smaller boat between them.
n03612010_2887,4,Several people stand inside a schooner that sits on a large body of water.
n03612010_2887,5,Two ships with sails are floating on the gray water.
n03612010_4285,1,A sailing boat that is in a harbor with flags hanging from it.
n03612010_4285,2,a boat next to a dock with an american flag on the back
n03612010_4285,3,A sailboat sitting by a dock with its sails down and covered.
n03612010_4285,4,A boat with US flag anchored next to a pier
n03612010_4285,5,A boat with a number on its side sits up against a dock.
n03612010_6564,1,Yacht in sea-shore  & these kind of ships generally used to attack.
n03612010_6564,2,A large boat with three white sails floating on water.
n03612010_6564,3,A large sailboat is on the water with mountains in the distant.
n03612010_6564,4,People stand aboard a wooden ship with large sails as it moves through the water.
n03612010_6564,5,ship floating on the sea with two big white flags during the day. 
n03612010_871,1,A ship is floating through the water with its sails down.
n03612010_871,2,A sailboat with its sails down floats as birds fly around it.
n03612010_871,3,Ship floating on the sea during the day with birds flying in the sky. 
n03612010_871,4,A boat with its sails down sits in some open water.
n03612010_871,5,A black and white boat that has two tall masts.
n03612010_9076,1,A sailboat in the water with people on the boat.
n03612010_9076,2,A blue wooden sailing ship with large white sails.
n03612010_9076,3,some people  are  traveling in a boat  on a river
n03612010_9076,4,A wooden boat with several sails pulling a small raft behind it.
n03612010_9076,5,A sail boat has multiple sails flying and is followed by a small boat.
n03623556_12791,1,Small bladed tool and sheath displayed on soft surface.
n03623556_12791,2,Medium size sharp knife placed with some other tool.
n03623556_12791,3,A large knife that has a brown wooden handle near a holster for it.
n03623556_12791,4,A silver knife with a wooden handle on top of the sheath it goes in.
n03623556_12791,5,A small butter knife rests on an old black blade.
n03623556_16837,1,A small pocketknife sits open next to a pack of pills and a glass of water.
n03623556_16837,2,A bloody pocketknife and blister pack of pills sits next to a short glass.
n03623556_16837,3,A blister pack of Medicine sits on the left of a glass with what looks like Alka-Seltzer in the bottom and a switchblade on the right.
n03623556_16837,4,"A glass with antacid fizzing in it sits next so a small, bloody knife."
n03623556_16837,5,A pocket knife that is sitting next to a glass of water.
n03623556_17722,1,"A silver knife, spoon and fork each lay on a black strip equidistant from one another."
n03623556_17722,2,"A butter knife, spoon, and fork  sit next to each other on a black surface."
n03623556_17722,3,"A silver, knife, and spoon in different pictures on top of each other."
n03623556_17722,4,"A knife, spoon, and fork all sitting on a black table."
n03623556_17722,5,"A fork, a spoon, and a knife, are juxtaposed against one another on a black background."
n03623556_20302,1,"A collection of knives, bullets and a gun lay together."
n03623556_20302,2,A bunch of knives that are sitting on top of a table.
n03623556_20302,3,Several knives sit on black and brown surfaces along with a rifle and some bullets.
n03623556_20302,4,A collection of really nice military knifes are on display.
n03623556_20302,5,Two silver knives and two black knives on top of a gun.
n03623556_5157,1,The black blade of a knife with a brown handles shines.
n03623556_5157,2,Long bladed knife with sectioned handle for easy grip.
n03623556_5157,3,A knife with a long black blade and a wooden handle with black stripes.
n03623556_5157,4,A black serrated knife with a notched red handle.
n03623556_5157,5,A black knife with a fixed blade and a cork handle.
n03623556_6577,1,Two large kitchen knives on a wood surface with the blades facing away from each other.
n03623556_6577,2,Several culinary knives displayed on board with usage instruction.
n03623556_6577,3,Two knives with black handles sit together on a wood surface.
n03623556_6577,4,Two shiny kitchen knives with black handles on top of a wooden counter.
n03623556_6577,5,Two chef's knives placed next to each other on the floor next to a piece of paper
n03623556_8389,1,A small serrated knife with a black handle.
n03623556_8389,2,A sharp serrated knife with a thick black handle.
n03623556_8389,3,A small black handled knife with a serrated blade lies on a blank surface.
n03623556_8389,4,A knife with a saw blade has a black handle.
n03623556_8389,5,A small knife that has a black handle and serrated blade.
n03623556_9879,1,few bullet shells were lying near a knife and red army cap with logo on it.
n03623556_9879,2,A knife with a large serrated blade sits on a metal surface in front of a red hat and some bullets.
n03623556_9879,3,"A knife, a rifle, some gold bullets and a military dress hat lay on a metal surface."
n03623556_9879,4,A large knife with a black handle on top of a black knife in a sheath.
n03623556_9879,5,A couple of knives that are on a metal plate.
n03642806_13072,1,A laptop computer is open with images on the screen and an iPod plugged into it.
n03642806_13072,2,The image is of a working laptop and an ipod next to each other on a desk.
n03642806_13072,3,A laptop with words on the screen sits next to a small electronic device.
n03642806_13072,4,A laptop that is silver with a black keyboard.
n03642806_13072,5,An open laptop with the screen turned on and an mp3 hooked to it.
n03642806_15854,1,A black slinky sits on a table next to some notebooks and in front of a computer.
n03642806_15854,2,A black slinky that is sitting on top of a wooden desk.
n03642806_15854,3,"Books, toys and modern electronic equipment displayed on wooden surface."
n03642806_15854,4,"A desk with books, a metal sling toy, a laptop, and a metal object with a green dome."
n03642806_15854,5,"Laptop on the table with other materials of books , stand , etc.,"
n03642806_17261,1,Logos and icons decorate the screen of a silver laptop computer.
n03642806_17261,2,An Acer laptop computer sits with its screen open.
n03642806_17261,3,A window is popped up on the open screen of a laptop.
n03642806_17261,4,A silver laptop turned on with the screen showing a windows system
n03642806_17261,5,A silver laptop with a green background on the screen.
n03642806_18985,1,a close up of a laptop showing a black screen and silver keyboard
n03642806_18985,2,An open silver laptop with a blank screen.
n03642806_18985,3,The keyboard of a silver laptop reflects off the blank screen of the laptop.
n03642806_18985,4,A silver laptop that has a black screen and silver keys.
n03642806_18985,5,"A laptop that is very shiny and silver, you can see the reflection of the keys on the screen."
n03642806_21320,1,A monitor glows blue and black in a darkened room.
n03642806_21320,2,A laptop that is open and resting on a table.
n03642806_21320,3,A laptop is on and open on the floor.
n03642806_21320,4,A laptop sitting on a light-colored table displays a dialog box on the screen.
n03642806_21320,5,An open laptop on a desk in a very dark room.
n03642806_22775,1,A black computer that is resting on a white pillow on a bed.
n03642806_22775,2,a small laptop open and asking for a password
n03642806_22775,3,A black turned on laptop with sunlight shining on it.
n03642806_22775,4,A laptop with a dialog box on its screen sits on a small wooden surface.
n03642806_22775,5,A laptop computer is opened on a wooden desk.
n03642806_27943,1,A small white laptop that is opened and a mans face is on the screen.
n03642806_27943,2,A man with his mouth open is displayed on the monitor of a white computer.
n03642806_27943,3,A white laptop computer with a picture of a man making a funny face.
n03642806_27943,4,A white laptop with a photo on the screen of it.
n03642806_27943,5,A turned on white laptop with a man opening his mouth on the screen.
n03642806_6122,1,"An unpowered grey laptop sitting on a purple carpeted floor, open to display a blank screen."
n03642806_6122,2,A silver laptop computer is open with a blank screen.
n03642806_6122,3,A grey laptop sitting open on a blue carpeted floor.
n03642806_6122,4,A laptop with a blank screen sits open on a blue carpet.
n03642806_6122,5,An inactive laptop sits on a blue carpeted floor.
n03646296_10069,1,A metal machine with a large cylindrical axle with a pipe pouring a water on the machine.
n03646296_10069,2,A large silver and green machine with a hose pouring water on it.
n03646296_10069,3,A metal shaft and a metal piece come together as fluid runs on them from a hose.
n03646296_10069,4,Water squirts from a nozzle on a piece of green and silver shop equipment.
n03646296_10069,5,A hose sprays liquid onto the surface of a piece of equipment.
n03646296_1689,1,A rusty piece of machinery sits on a concrete floor against cinder block walls.
n03646296_1689,2,A white machine with many knobs and handles and showing signs of lots of use sits in front of a brick wall.
n03646296_1689,3,"A large, old machine with many knobs is in front of a wall made of concrete bricks and on a concrete floor."
n03646296_1689,4,A white milling machine sitting in a factory.
n03646296_1689,5,A large white metal machine that has many wheels and levers.
n03646296_2966,1,A piece of machinery with a computer screen at its top sits on a floor.
n03646296_2966,2,A piece of equipment with levers and a small screen stands alone.
n03646296_2966,3,A large CNC machine that is grey in color.
n03646296_2966,4,A strange machine that looks very complex and from the 1990's
n03646296_2966,5,A large machine witha flat area and a monitor attached to it.
n03646296_4808,1,A large metal apparatus sits in a large room near a low green building.
n03646296_4808,2,Machinery in a warehouse has a robot sitting in front of it.
n03646296_4808,3,A milling machine in a large factory next to a green container.
n03646296_4808,4,Machinery and a green shed sit outside a white building.
n03646296_4808,5,Work area in industrial shop with exposure to outdoors.
n03646296_5631,1,a young adult man working with woodworking tools in a factory setting
n03646296_5631,2,boy working with sewing device in a workshop with green background.  
n03646296_5631,3,A man holds a handle on a metal machine as he operates it.
n03646296_5631,4,A young man working the controls of a machine in a shop.
n03646296_5631,5,A man in a plaid shirt operating a large machine with wheels.
n03646296_7086,1,Some type of machinery device in a room near a window with blinds drawn.
n03646296_7086,2,A large green metal machine that has a drill press attached.
n03646296_7086,3,A blue metal machine with handles and knobs sits near a window.
n03646296_7086,4,A milling machine that is grey and blue.
n03646296_7086,5,An old green sheet metal press sitting by a shuttered window.
n03646296_7798,1,A blue and grey mill that is set up in a workshop.
n03646296_7798,2,A machine takes up space in a cluttered area.
n03646296_7798,3,Tools sit on a surface next to a metal machine with knobs and a vise on it.
n03646296_7798,4,A very messy garage  with   tools  all over  the  place including the  floor
n03646296_7798,5,A large metal machine with several knobs and wheels.
n03646296_9175,1,A room is full of rusty old machinery under long tube lights.
n03646296_9175,2,A large piece of metal machinery in a factory.
n03646296_9175,3,an industrial type of machine with black knobs in a factory setting.
n03646296_9175,4,A large machine with a green face and many handles and knobs sits on a factory floor.
n03646296_9175,5,A machine with levers and knobs in a factory
n03649909_10010,1,A shiny lawnmower is mainly black but with a red top section.
n03649909_10010,2,"A red, black, and silver lawnmower, with a large bag for collecting clippings."
n03649909_10010,3,A black lawnmower with a red engine cover sits unoccupied.
n03649909_10010,4,A red and black push lawn mower with a bagger on the back.
n03649909_10010,5,A machine which looks like a small car with a handle.
n03649909_11709,1,A white and black riding lawn mover with green trim parked on concrete.
n03649909_11709,2,"A black, white, and green lawnmower with a black bag on its back sits on concrete by a building."
n03649909_11709,3,"A white, green, and black lawnmower is parked on a paved area near some buildings."
n03649909_11709,4,A white and green lawnmower that is parked on some concrete.
n03649909_11709,5,A white and green riding lawmower with a black bagger on the back.
n03649909_13625,1,a red push lawnmower that has a lot of smoke coming off it
n03649909_13625,2,A red lawnmower that is smoking near some green grass.
n03649909_13625,3,A red and black push lawnmower with smoke coming from under the front wheel.
n03649909_13625,4,A first person view of a red gas lawnmower spewing smoke from the exhaust.
n03649909_13625,5,"A large plume of thick, white smoke shoots out of the left side of a red push lawn mower near the grass."
n03649909_16050,1,A lawn mower that is red with a black motor on it.
n03649909_16050,2,A red and black push lawnmower with a bag on the bag to catch grass.
n03649909_16050,3,Red color grass cropping machine with small wheels.
n03649909_16050,4,A red and black lawnmower has a mulch bag attached.
n03649909_16050,5,A red and black lawnmower with a white black sits on a blank surface.
n03649909_19563,1,A red and silver lawnmower with a bagger on the back.
n03649909_19563,2,Machine is standing in garden used to crop the grass.
n03649909_19563,3,"A red lawn mower with some grey, and a white bag is on the lawn."
n03649909_19563,4,A silver lawnmower with red writing on it and a red engine cover sits in the grass.
n03649909_19563,5,A lawn mower that has some decals on the side of it.
n03649909_21526,1,A man kneels beside a bright red lawnmower displayed in front of a box.
n03649909_21526,2,A red mower and a man squatting beside it
n03649909_21526,3,A man doing some work on a red lawn mower.
n03649909_21526,4,Red 22 inch recycler mower with a man crouched beside it.
n03649909_21526,5,A man kneels down and looks at a bright red lawnmower.
n03649909_24607,1,An adult male and a young boy riding on a green lawnmower.
n03649909_24607,2,A little boy sits and holds the steering wheel of a lawnmower as a man sits behind him.
n03649909_24607,3,This dad is letting his young son drive the rider mower.
